datetime,load_kw
 01/06  12:00:00,79.87829269923049
 01/06  13:00:00,80.98280989716635
 01/06  14:00:00,85.87901064537701
 01/06  15:00:00,82.23595351527503
 01/06  16:00:00,82.29436983331634
 01/06  17:00:00,83.38059993963473
 01/06  18:00:00,60.22004122869229
 01/06  19:00:00,36.075475134920886
 01/06  20:00:00,31.08692665894582
 01/06  21:00:00,28.061205358519732
 01/06  22:00:00,26.746420337820165
 01/06  23:00:00,21.603550764090535
 01/06  24:00:00,20.122908155790526
 01/07  01:00:00,13.038514687240195
 01/07  02:00:00,12.877565474876649
 01/07  03:00:00,12.877565474876649
 01/07  04:00:00,12.877565474876649
 01/07  05:00:00,12.877565474876649
 01/07  06:00:00,12.877565474876649
 01/07  07:00:00,25.48406768678151
 01/07  08:00:00,25.62339329672296
 01/07  09:00:00,33.48075627638837
 01/07  10:00:00,36.77836882451017
 01/07  11:00:00,40.5419440694977
 01/07  12:00:00,45.83925892298422
 01/07  13:00:00,35.856954502127955
 01/07  14:00:00,34.28427226104643
 01/07  15:00:00,32.86443532929299
 01/07  16:00:00,31.435720425812384
 01/07  17:00:00,29.55646695439418
 01/07  18:00:00,23.476627983588667
 01/07  19:00:00,18.410195426701467
 01/07  20:00:00,13.745564687240194
 01/07  21:00:00,13.58461547487665
 01/07  22:00:00,13.58461547487665
 01/07  23:00:00,13.58461547487665
 01/07  24:00:00,13.58461547487665
 01/08  01:00:00,12.877565474876649
 01/08  02:00:00,12.877565474876649
 01/08  03:00:00,12.877565474876649
 01/08  04:00:00,12.877565474876649
 01/08  05:00:00,12.877565474876649
 01/08  06:00:00,12.877565474876649
 01/08  07:00:00,18.308313007508215
 01/08  08:00:00,13.012968682896739
 01/08  09:00:00,12.858004533447797
 01/08  10:00:00,12.858003476659123
 01/08  11:00:00,19.040865602268813
 01/08  12:00:00,20.268240049586005
 01/08  13:00:00,22.452683278647136
 01/08  14:00:00,24.028411630006698
 01/08  15:00:00,21.521037153910353
 01/08  16:00:00,22.744698634793586
 01/08  17:00:00,22.71368246384706
 01/08  18:00:00,18.236429546352348
 01/08  19:00:00,16.943222987043853
 01/08  20:00:00,13.58461547487665
 01/08  21:00:00,13.58461547487665
 01/08  22:00:00,13.58461547487665
 01/08  23:00:00,13.58461547487665
 01/08  24:00:00,13.58461547487665
 01/09  01:00:00,16.002738920482273
 01/09  02:00:00,16.002738920482273
 01/09  03:00:00,16.002738920482273
 01/09  04:00:00,16.002738920482273
 01/09  05:00:00,16.002738920482273
 01/09  06:00:00,16.002738920482273
 01/09  07:00:00,31.286988696648134
 01/09  08:00:00,45.847629372024564
 01/09  09:00:00,98.08963974844256
 01/09  10:00:00,93.79996439953227
 01/09  11:00:00,94.15143640197385
 01/09  12:00:00,98.9779448721186
 01/09  13:00:00,98.23003312845728
 01/09  14:00:00,101.81680720884884
 01/09  15:00:00,98.00684657433297
 01/09  16:00:00,100.75729413648531
 01/09  17:00:00,101.45188427743506
 01/09  18:00:00,75.41364499235546
 01/09  19:00:00,49.53330231276414
 01/09  20:00:00,43.594401020999584
 01/09  21:00:00,39.997508732419284
 01/09  22:00:00,37.75552391864632
 01/09  23:00:00,21.603550764090535
 01/09  24:00:00,20.122908155790526
 01/10  01:00:00,16.163712511941814
 01/10  02:00:00,16.002738920482273
 01/10  03:00:00,16.002738920482273
 01/10  04:00:00,16.002738920482273
 01/10  05:00:00,16.002738920482273
 01/10  06:00:00,16.002738920482273
 01/10  07:00:00,32.427166269984674
 01/10  08:00:00,47.45350449928844
 01/10  09:00:00,96.6303085780086
 01/10  10:00:00,87.90320937979294
 01/10  11:00:00,87.14538408752071
 01/10  12:00:00,91.41912911944259
 01/10  13:00:00,91.65057601037336
 01/10  14:00:00,97.19235976018525
 01/10  15:00:00,92.8442443131941
 01/10  16:00:00,92.14700732088568
 01/10  17:00:00,94.85631520025923
 01/10  18:00:00,73.02777897436044
 01/10  19:00:00,47.19566894537009
 01/10  20:00:00,42.028306653964044
 01/10  21:00:00,39.10796872923149
 01/10  22:00:00,37.59316673048237
 01/10  23:00:00,21.603550764090535
 01/10  24:00:00,20.122908155790526
 01/11  01:00:00,16.163712511941814
 01/11  02:00:00,16.002738920482273
 01/11  03:00:00,16.002738920482273
 01/11  04:00:00,16.002738920482273
 01/11  05:00:00,16.002738920482273
 01/11  06:00:00,16.002738920482273
 01/11  07:00:00,33.461615447871914
 01/11  08:00:00,48.05363893389411
 01/11  09:00:00,97.25357805787422
 01/11  10:00:00,89.30022491722147
 01/11  11:00:00,88.88576347335217
 01/11  12:00:00,93.65763544110506
 01/11  13:00:00,95.04910379161655
 01/11  14:00:00,101.65169224252416
 01/11  15:00:00,99.46797257530275
 01/11  16:00:00,99.75421008298837
 01/11  17:00:00,100.37022759820702
 01/11  18:00:00,74.44707893536756
 01/11  19:00:00,47.57998627588146
 01/11  20:00:00,41.620536933589236
 01/11  21:00:00,38.287901277446906
 01/11  22:00:00,36.52370407772335
 01/11  23:00:00,21.603550764090535
 01/11  24:00:00,20.122908155790526
 01/12  01:00:00,16.163712511941814
 01/12  02:00:00,16.002738920482273
 01/12  03:00:00,16.002738920482273
 01/12  04:00:00,16.002738920482273
 01/12  05:00:00,16.002738920482273
 01/12  06:00:00,16.002738920482273
 01/12  07:00:00,29.283434852615308
 01/12  08:00:00,42.12484403065022
 01/12  09:00:00,89.1351771692639
 01/12  10:00:00,81.55199486779715
 01/12  11:00:00,81.26345126377146
 01/12  12:00:00,84.70365833362244
 01/12  13:00:00,85.80966638847238
 01/12  14:00:00,89.13519031202412
 01/12  15:00:00,86.51633019517799
 01/12  16:00:00,86.31004871819125
 01/12  17:00:00,87.91050682082624
 01/12  18:00:00,65.86902327726645
 01/12  19:00:00,40.66138634694149
 01/12  20:00:00,35.03005941013298
 01/12  21:00:00,31.261487926797834
 01/12  22:00:00,29.31652143452281
